x (m),Temperature (K),Tw(K),Velocity (m/s),Heat Release Rate (J/s/m3),X_h2,X_h,X_ch4,X_ch3,X_ch2,X_ch,X_ch2o,X_hco,X_co2,X_co,X_o2,X_o,X_oh,X_ho2,X_h2o2,X_h2o,X_c2h,X_hcco,X_c2h2,X_c2h3,X_c2h4,X_c2h5,X_c2h6,X_ch2oh,X_ch3o,X_hccoh,X_h2ccch,X_c3h2,X_ch2(s),X_ch2co,X_c2o,X_hcoh,X_ch3oh,X_ch2hco,X_c3h6,X_ac3h5,X_pc3h5,X_sc3h5,X_ch2chcho,X_pc3h4,X_ac3h4,X_ch3co,X_ch2chco,X_ch3chco,X_ch3hco,X_chocho,X_ic3h7,X_nc3h7,X_c2h5oh,X_c2h4oh,X_ch3choh,X_ch3ch2o,X_ch2chch2o,X_hcooh,X_c3h8,X_hoc2h4o2,X_n2
0.0536426,1233.06,1138.51,0.0891408,2.19318e+08,0.00271415,2.40103e-05,0.000877982,2.58977e-05,9.48466e-08,4.97392e-11,5.18848e-05,1.7285e-07,0.0881555,0.0269712,0.0179808,8.86535e-06,2.42664e-05,2.27678e-05,2.30941e-06,0.177025,3.04177e-11,2.95952e-07,1.58022e-05,2.25592e-07,0.00014338,5.04197e-07,3.73205e-05,3.85928e-08,1.87327e-08,1.71031e-08,2.15924e-08,1.39553e-09,1.20021e-09,1.33372e-05,5.97639e-10,2.03774e-11,4.23217e-05,7.35025e-07,1.68606e-06,8.5211e-08,9.34964e-10,7.16043e-09,2.581e-07,2.7514e-08,2.63373e-07,2.83793e-10,2.55969e-10,2.77547e-07,1.39146e-05,2.16376e-13,1.59369e-08,4.7778e-10,1.85087e-05,2.6937e-09,1.60353e-09,5.32046e-10,1.96441e-12,2.52206e-06,2.66927e-07,3.27095e-12,0.685824
0.0536523,1235.92,1138.79,0.0893017,2.4316e+08,0.00266224,2.79702e-05,0.000796646,2.51582e-05,1.0967e-07,6.48737e-11,4.8706e-05,1.88238e-07,0.0892961,0.0261615,0.0172598,1.02508e-05,2.86659e-05,2.19355e-05,2.02156e-06,0.177357,3.41139e-11,3.12835e-07,1.50174e-05,2.37296e-07,0.000125834,4.83632e-07,3.14132e-05,4.51266e-08,1.96879e-08,1.66923e-08,2.0632e-08,1.52271e-09,1.39596e-09,1.19869e-05,7.76615e-10,2.42658e-11,4.12756e-05,7.20868e-07,1.48129e-06,7.68856e-08,9.95049e-10,6.84313e-09,2.25062e-07,2.45305e-08,2.41161e-07,2.77738e-10,2.54642e-10,2.44426e-07,1.28585e-05,2.00335e-13,1.51566e-08,4.33624e-10,1.77914e-05,2.74841e-09,1.86753e-09,5.83019e-10,1.6954e-12,2.31544e-06,2.1417e-07,3.10866e-12,0.686039
0.0536621,1238.72,1139.07,0.0894579,2.67752e+08,0.00261014,3.24999e-05,0.000718869,2.4191e-05,1.25129e-07,8.34672e-11,4.55093e-05,2.03417e-07,0.090441,0.0253454,0.0165463,1.18177e-05,3.3787e-05,2.10294e-05,1.75923e-06,0.17768,3.78548e-11,3.25846e-07,1.42019e-05,2.46115e-07,0.000109266,4.56745e-07,2.60381e-05,5.23118e-08,2.06694e-08,1.62228e-08,1.94124e-08,1.63676e-09,1.60222e-09,1.06839e-05,9.93722e-10,2.85465e-11,3.9966e-05,6.97679e-07,1.28186e-06,6.82234e-08,1.0375e-09,6.40254e-09,1.94018e-07,2.16573e-08,2.17861e-07,2.70648e-10,2.49692e-10,2.12315e-07,1.18386e-05,1.83771e-13,1.41443e-08,3.85234e-10,1.69481e-05,2.77237e-09,2.15267e-09,6.33553e-10,1.43257e-12,2.11767e-06,1.68252e-07,2.91944e-12,0.686252
0.0536719,1241.44,1139.35,0.0896078,2.92396e+08,0.00255792,3.76223e-05,0.000644988,2.30096e-05,1.40665e-07,1.05567e-10,4.22888e-05,2.17857e-07,0.0915874,0.0245245,0.0158421,1.35678e-05,3.96813e-05,2.00619e-05,1.52572e-06,0.177994,4.15052e-11,3.33955e-07,1.33556e-05,2.51223e-07,9.38084e-05,4.24095e-07,2.12364e-05,6.00127e-08,2.16484e-08,1.56874e-08,1.79557e-08,1.72899e-09,1.8122e-09,9.43835e-06,1.24797e-09,3.31308e-11,3.83849e-05,6.65564e-07,1.09087e-06,5.94331e-08,1.05718e-09,5.85609e-09,1.65098e-07,1.8905e-08,1.93867e-07,2.62485e-10,2.40853e-10,1.81608e-07,1.08495e-05,1.66785e-13,1.29256e-08,3.33982e-10,1.59732e-05,2.76138e-09,2.45009e-09,6.81186e-10,1.18302e-12,1.92874e-06,1.2923e-07,2.70603e-12,0.686463
0.0536816,1244.05,1139.63,0.0897499,3.16283e+08,0.00250568,4.33408e-05,0.000575303,2.16399e-05,1.55409e-07,1.30884e-10,3.9046e-05,2.30739e-07,0.0927322,0.0237003,0.0151495,1.54941e-05,4.63814e-05,1.90483e-05,1.32327e-06,0.178296,4.48496e-11,3.36288e-07,1.248e-05,2.51793e-07,7.95774e-05,3.86748e-07,1.70315e-05,6.79514e-08,2.25651e-08,1.508e-08,1.63018e-08,1.78867e-09,2.01437e-09,8.26045e-06,1.53375e-09,3.78318e-11,3.65367e-05,6.25291e-07,9.116e-07,5.07626e-08,1.04901e-09,5.23114e-09,1.3845e-07,1.62886e-08,1.69674e-07,2.53142e-10,2.28034e-10,1.5273e-07,9.88624e-06,1.49548e-13,1.15472e-08,2.82199e-10,1.48699e-05,2.70977e-09,2.74331e-09,7.21927e-10,9.5387e-13,1.74853e-06,9.6926e-08,2.47154e-12,0.686671
0.0536914,1246.55,1139.91,0.0898828,3.38545e+08,0.00245352,4.9634e-05,0.000510078,2.0117e-05,1.68596e-07,1.58752e-10,3.5792e-05,2.41401e-07,0.0938723,0.022875,0.0144706,1.75798e-05,5.38888e-05,1.80049e-05,1.15282e-06,0.178585,4.77101e-11,3.32409e-07,1.15786e-05,2.47381e-07,6.66661e-05,3.4592e-07,1.34262e-05,7.58391e-08,2.3367e-08,1.4397e-08,1.45058e-08,1.8082e-09,2.19885e-09,7.15951e-06,1.84175e-09,4.24762e-11,3.44417e-05,5.78048e-07,7.47094e-07,4.24509e-08,1.01141e-09,4.55852e-09,1.14237e-07,1.383e-08,1.45847e-07,2.42531e-10,2.11471e-10,1.26098e-07,8.9459e-06,1.32294e-13,1.00666e-08,2.31566e-10,1.36529e-05,2.61615e-09,3.01637e-09,7.52558e-10,7.50195e-13,1.57692e-06,7.09351e-08,2.22108e-12,0.686876
0.0537012,1248.89,1140.19,0.0900053,3.58341e+08,0.0024016,5.64523e-05,0.000449517,1.84856e-05,1.79271e-07,1.87856e-10,3.25477e-05,2.49048e-07,0.0950041,0.0220506,0.0138075,1.97965e-05,6.21707e-05,1.69498e-05,1.01403e-06,0.178862,4.98623e-11,3.2233e-07,1.06576e-05,2.3791e-07,5.51357e-05,3.03482e-07,1.04022e-05,8.32347e-08,2.39727e-08,1.36381e-08,1.26368e-08,1.78106e-09,2.35227e-09,6.1435e-06,2.15502e-09,4.67904e-11,3.2135e-05,5.25682e-07,5.99872e-07,3.47315e-08,9.45607e-10,3.87427e-09,9.26054e-08,1.1553e-08,1.22978e-07,2.30509e-10,1.91835e-10,1.0208e-07,8.0278e-06,1.15318e-13,8.55857e-09,1.84705e-10,1.23475e-05,2.48128e-09,3.24582e-09,7.6898e-10,5.75222e-13,1.41378e-06,5.06289e-08,1.96212e-12,0.687078
0.0537109,1251.08,1140.48,0.090116,3.74941e+08,0.00235008,6.37162e-05,0.000393761,1.67921e-05,1.86785e-07,2.16714e-10,2.93437e-05,2.53159e-07,0.096124,0.0212297,0.0131622,2.21047e-05,7.1153e-05,1.59002e-05,9.05369e-07,0.179125,5.11582e-11,3.06514e-07,9.72581e-06,2.23684e-07,4.50093e-05,2.60873e-07,7.92269e-06,8.97653e-08,2.43255e-08,1.28071e-08,1.07665e-08,1.7065e-09,2.46558e-09,5.21854e-06,2.45651e-09,5.05654e-11,2.96658e-05,4.7009e-07,4.71609e-07,2.77804e-08,8.55757e-10,3.20935e-09,7.36615e-08,9.48272e-09,1.01623e-07,2.1701e-10,1.69923e-10,8.09462e-08,7.13448e-06,9.89421e-14,7.08706e-09,1.42665e-10,1.09881e-05,2.30859e-09,3.41446e-09,7.68968e-10,4.30195e-13,1.25906e-06,3.52543e-08,1.70155e-12,0.687276
0.0537207,1253.08,1140.76,0.090214,3.87811e+08,0.00229917,7.13178e-05,0.000342875,1.50856e-05,1.9055e-07,2.43203e-10,2.62174e-05,2.53335e-07,0.0972282,0.0204148,0.0125366,2.44548e-05,8.07209e-05,1.48727e-05,8.24251e-07,0.179374,5.14715e-11,2.85919e-07,8.79421e-06,2.05584e-07,3.62683e-05,2.20004e-07,5.93456e-06,9.49753e-08,2.43593e-08,1.19126e-08,8.96773e-09,1.58794e-09,2.52973e-09,4.38817e-06,2.72256e-09,5.35416e-11,2.70932e-05,4.135e-07,3.62945e-07,2.17241e-08,7.49817e-10,2.59291e-09,5.74388e-08,7.6394e-09,8.22496e-08,2.02012e-10,1.46979e-10,6.2837e-08,6.27144e-06,8.34965e-14,5.72005e-09,1.07083e-10,9.61534e-06,2.10644e-09,3.50265e-09,7.50829e-10,3.13739e-13,1.11286e-06,2.39576e-08,1.44873e-12,0.687469
0.0537305,1254.89,1141.04,0.0902987,3.96647e+08,0.00224906,7.91256e-05,0.000296846,1.34092e-05,1.90378e-07,2.65616e-10,2.32094e-05,2.49488e-07,0.0983129,0.0196089,0.0119323,2.67903e-05,9.07221e-05,1.38815e-05,7.67451e-07,0.179608,5.07652e-11,2.61688e-07,7.87564e-06,1.8458e-07,2.88554e-05,1.81901e-07,4.37609e-06,9.85766e-08,2.40468e-08,1.09679e-08,7.29967e-09,1.43381e-09,2.54133e-09,3.6535e-06,2.93639e-09,5.55721e-11,2.44813e-05,3.57773e-07,2.73492e-07,1.66112e-08,6.35294e-10,2.04321e-09,4.3884e-08,6.03674e-09,6.5184e-08,1.85626e-10,1.23994e-10,4.77447e-08,5.44678e-06,6.92733e-14,4.49689e-09,7.78287e-11,8.27083e-06,1.88232e-09,3.50277e-09,7.15128e-10,2.23652e-13,9.75436e-07,1.59157e-08,1.20962e-12,0.687658
0.0537402,1256.5,1141.32,0.0903695,4.01416e+08,0.00219996,8.69903e-05,0.00025558,1.1802e-05,1.86351e-07,2.82078e-10,2.03593e-05,2.41855e-07,0.0993747,0.0188146,0.0113506,2.90506e-05,0.000100973,1.29385e-05,7.31237e-07,0.179828,4.90843e-11,2.35245e-07,6.9838e-06,1.621e-07,2.26778e-05,1.47793e-07,3.17988e-06,1.00321e-07,2.33762e-08,9.9906e-09,5.80945e-09,1.25645e-09,2.50028e-09,3.01269e-06,3.07993e-09,5.65339e-11,2.18942e-05,3.04716e-07,2.01898e-07,1.243e-08,5.21851e-10,1.57269e-09,3.28455e-08,4.67777e-09,5.0593e-08,1.68131e-10,1.02186e-10,3.5516e-08,4.67001e-06,5.65024e-14,3.45063e-09,5.51041e-11,6.99383e-06,1.64909e-09,3.4119e-09,6.64066e-10,1.55794e-13,8.47207e-07,1.03467e-08,9.91642e-13,0.687842
0.05375,1257.9,1141.6,0.0904263,4.02295e+08,0.00215211,9.47549e-05,0.00021891,1.02925e-05,1.78827e-07,2.91574e-10,1.77017e-05,2.30842e-07,0.10041,0.018035,0.0107927,3.11763e-05,0.000111273,1.20523e-05,7.11851e-07,0.180033,4.65255e-11,2.07852e-07,6.13198e-06,1.39246e-07,1.76178e-05,1.17972e-07,2.28058e-06,1.00146e-07,2.23689e-08,9.001e-09,4.52215e-09,1.0685e-09,2.41047e-09,2.46177e-06,3.14592e-09,5.64098e-11,1.93898e-05,2.55553e-07,1.46183e-07,9.11206e-09,4.15328e-10,1.1833e-09,2.40928e-08,3.5553e-09,3.84781e-08,1.49894e-10,8.22292e-11,2.58844e-08,3.95067e-06,4.53247e-14,2.58436e-09,3.78991e-11,5.81584e-06,1.41488e-09,3.23755e-09,6.00966e-10,1.06497e-13,7.28674e-07,6.60101e-09,7.97651e-13,0.68802
0.0537598,1259.1,1141.88,0.090469,3.99663e+08,0.00210568,0.000102263,0.000186604,8.90229e-06,1.68464e-07,2.93553e-10,1.5263e-05,2.17212e-07,0.101416,0.0172726,0.0102593,3.31129e-05,0.000121412,1.12282e-05,7.05576e-07,0.180224,4.32815e-11,1.80773e-07,5.33211e-06,1.17273e-07,1.35403e-05,9.27607e-08,1.61667e-06,9.81252e-08,2.1075e-08,8.0207e-09,3.44706e-09,8.83426e-10,2.28025e-09,1.99448e-06,3.13167e-09,5.52619e-11,1.7017e-05,2.11225e-07,1.03932e-07,6.55227e-09,3.21597e-10,8.71941e-10,1.73311e-08,2.65201e-09,2.87013e-08,1.31476e-10,6.47863e-11,1.85008e-08,3.29699e-06,3.5785e-14,1.89432e-09,2.54788e-11,4.75975e-06,1.19149e-09,2.99567e-09,5.30721e-10,7.13756e-14,6.20347e-07,4.13915e-09,6.30685e-13,0.688193
0.0537695,1260.09,1142.16,0.090498,3.93999e+08,0.00206085,0.00010937,0.000158375,7.64305e-06,1.55929e-07,2.88188e-10,1.30598e-05,2.01637e-07,0.10239,0.0165301,0.00975079,3.48148e-05,0.000131189,1.04688e-05,7.09069e-07,0.180402,3.95266e-11,1.5492e-07,4.59362e-06,9.68894e-08,1.03057e-05,7.18724e-08,1.13499e-06,9.44371e-08,1.95528e-08,7.07033e-09,2.57585e-09,7.10577e-10,2.11804e-09,1.60337e-06,3.04246e-09,5.31945e-11,1.48121e-05,1.72179e-07,7.26896e-08,4.63016e-09,2.42314e-10,6.30165e-10,1.22416e-08,1.94353e-09,2.10225e-08,1.13366e-10,5.00021e-11,1.29885e-08,2.71463e-06,2.7841e-14,1.35998e-09,1.67276e-11,3.83733e-06,9.84126e-10,2.7038e-09,4.57364e-10,4.71621e-14,5.22631e-07,2.55988e-09,4.90257e-13,0.68836
0.0537793,1260.87,1142.44,0.0905135,3.85846e+08,0.00201777,0.000115948,0.000133899,6.51985e-06,1.42071e-07,2.76387e-10,1.10981e-05,1.8503e-07,0.10333,0.0158096,0.00926728,3.6248e-05,0.000140421,9.7739e-06,7.19351e-07,0.180568,3.55018e-11,1.31043e-07,3.92302e-06,7.8751e-08,7.77588e-06,5.50297e-08,7.90455e-07,8.94026e-08,1.78849e-08,6.16829e-09,1.89027e-09,5.57619e-10,1.93555e-09,1.27992e-06,2.88997e-09,5.03965e-11,1.27992e-05,1.38561e-07,5.00908e-08,3.22082e-09,1.78509e-10,4.47714e-10,8.50101e-09,1.40111e-09,1.5142e-08,9.61605e-11,3.79309e-11,8.96995e-09,2.20616e-06,2.13743e-14,9.59335e-10,1.07922e-11,3.05133e-06,7.99601e-10,2.38601e-09,3.85617e-10,3.06869e-14,4.35738e-07,1.56408e-09,3.75509e-13,0.68852
0.0537891,1261.46,1142.73,0.0905163,3.75732e+08,0.00197653,0.000121893,0.00011283,5.53079e-06,1.2755e-07,2.59254e-10,9.37487e-06,1.68018e-07,0.104233,0.0151131,0.00880864,3.7391e-05,0.000148951,9.14141e-06,7.33955e-07,0.180721,3.1376e-11,1.09543e-07,3.32357e-06,6.30342e-08,5.82308e-06,4.1662e-08,5.47228e-07,8.33273e-08,1.61371e-08,5.32906e-09,1.36438e-09,4.27435e-10,1.74162e-09,1.01551e-06,2.6876e-09,4.70333e-11,1.09899e-05,1.1018e-07,3.40823e-08,2.21032e-09,1.28688e-10,3.13257e-10,5.81478e-09,9.95219e-10,1.0743e-08,8.02292e-11,2.83196e-11,6.10624e-09,1.77089e-06,1.6222e-14,6.65751e-10,6.84667e-12,2.3962e-06,6.38936e-10,2.05964e-09,3.18214e-10,1.9777e-14,3.59621e-07,9.47403e-10,2.83638e-13,0.688675
0.0537988,1261.86,1143.01,0.0905069,3.64151e+08,0.00193719,0.00012713,9.48097e-05,4.6699e-06,1.1307e-07,2.38486e-10,7.87912e-06,1.51325e-07,0.105099,0.0144422,0.00837445,3.8235e-05,0.000156657,8.56759e-06,7.50856e-07,0.180864,2.73443e-11,9.06419e-08,2.79559e-06,4.9827e-08,4.33285e-06,3.12613e-08,3.77217e-07,7.66128e-08,1.4387e-08,4.56285e-09,9.70472e-10,3.21094e-10,1.54647e-09,8.01507e-07,2.4536e-09,4.33297e-11,9.38583e-06,8.66602e-08,2.29368e-08,1.49894e-09,9.11668e-11,2.1631e-10,3.92383e-09,6.97669e-10,7.52048e-09,6.5944e-11,2.08705e-11,4.10452e-09,1.40525e-06,1.21921e-14,4.5576e-10,4.2865e-12,1.86107e-06,5.03671e-10,1.74512e-09,2.57832e-10,1.26084e-14,2.93952e-07,5.6993e-10,2.11632e-13,0.688822
0.0538086,1262.07,1143.29,0.090486,3.51528e+08,0.00189978,0.000131611,7.94877e-05,3.92779e-06,9.90696e-08,2.1535e-10,6.59468e-06,1.35339e-07,0.105927,0.0137979,0.00796411,3.87826e-05,0.000163453,8.04807e-06,7.68495e-07,0.180997,2.35147e-11,7.43394e-08,2.33674e-06,3.89465e-08,3.20719e-06,2.32713e-08,2.59387e-07,6.95432e-08,1.26827e-08,3.87524e-09,6.81493e-10,2.36746e-10,1.35621e-09,6.29929e-07,2.20115e-09,3.9433e-11,7.98044e-06,6.74933e-08,1.52999e-08,1.00681e-09,6.35716e-11,1.47705e-10,2.61771e-09,4.83577e-10,5.20411e-09,5.34234e-11,1.52159e-11,2.73023e-09,1.10349e-06,9.09338e-15,3.08319e-10,2.65577e-12,1.43161e-06,3.9178e-10,1.45173e-09,2.05262e-10,7.99406e-15,2.38141e-07,3.41505e-10,1.56257e-13,0.688964
0.0538184,1262.12,1143.57,0.0904544,3.38218e+08,0.00186429,0.000135314,6.65258e-05,3.29347e-06,8.59597e-08,1.9142e-10,5.50154e-06,1.20463e-07,0.106716,0.0131811,0.00757684,3.90466e-05,0.000169287,7.57783e-06,7.8569e-07,0.181121,1.99957e-11,6.05218e-08,1.94275e-06,3.01762e-08,2.36412e-06,1.722e-08,1.78188e-07,6.24468e-08,1.10748e-08,3.26777e-09,4.73384e-10,1.71858e-10,1.17712e-09,4.93427e-07,1.94583e-09,3.5522e-11,6.76146e-06,5.21073e-08,1.01333e-08,6.70895e-10,4.37807e-11,9.99397e-11,1.72933e-09,3.31994e-10,3.5661e-09,4.27429e-11,1.1001e-11,1.8003e-09,8.58453e-07,6.74299e-15,2.06618e-10,1.63169e-12,1.09229e-06,3.01551e-10,1.18976e-09,1.61056e-10,5.03395e-15,1.91386e-07,2.04153e-10,1.14331e-13,0.689098
0.0538281,1262,1143.85,0.0904129,3.24506e+08,0.00183067,0.000138241,5.56083e-05,2.75502e-06,7.39307e-08,1.67646e-10,4.57846e-06,1.06835e-07,0.107468,0.0125922,0.00721177,3.90465e-05,0.00017414,7.15195e-06,8.01608e-07,0.181237,1.68264e-11,4.89722e-08,1.60802e-06,2.32067e-08,1.73727e-06,1.26782e-08,1.22467e-07,5.55155e-08,9.58645e-09,2.73849e-09,3.25849e-10,1.23027e-10,1.01199e-09,3.85599e-07,1.6966e-09,3.16964e-11,5.71305e-06,3.99227e-08,6.67617e-09,4.44431e-10,2.9835e-11,6.71299e-11,1.13363e-09,2.26164e-10,2.42412e-09,3.38037e-11,7.90724e-12,1.17917e-09,6.62362e-07,4.9816e-15,1.37412e-10,9.97816e-13,8.27721e-07,2.298e-10,9.60935e-10,1.24669e-10,3.16266e-15,1.52744e-07,1.22019e-10,8.30726e-14,0.689227
0.0538379,1261.74,1144.13,0.0903621,3.10617e+08,0.00179885,0.000140414,4.64459e-05,2.30061e-06,6.31331e-08,1.45053e-10,3.80372e-06,9.45857e-08,0.108181,0.0120313,0.0068679,3.88078e-05,0.000178022,6.76552e-06,8.15684e-07,0.181346,1.40387e-11,3.94359e-08,1.32623e-06,1.77509e-08,1.27384e-06,9.30088e-09,8.43061e-08,4.89564e-08,8.23947e-09,2.28295e-09,2.22635e-10,8.70958e-11,8.63359e-10,3.00879e-07,1.46331e-09,2.80697e-11,4.81758e-06,3.03844e-08,4.38201e-09,2.93068e-10,2.01693e-11,4.48355e-11,7.38544e-10,1.53128e-10,1.63729e-09,2.64786e-11,5.65819e-12,7.68394e-10,5.07442e-07,3.67285e-15,9.08515e-11,6.07135e-13,6.23766e-07,1.73791e-10,7.67713e-10,9.54536e-11,1.98056e-15,1.21201e-07,7.30109e-11,5.996e-14,0.689349
0.0538477,1261.33,1144.41,0.090303,2.96725e+08,0.00176875,0.000141871,3.87792e-05,1.91888e-06,5.35727e-08,1.24084e-10,3.15685e-06,8.36813e-08,0.108856,0.0114982,0.0065442,3.83586e-05,0.000180965,6.41414e-06,8.27579e-07,0.181448,1.16221e-11,3.16384e-08,1.09084e-06,1.35193e-08,9.32741e-07,6.80431e-09,5.81867e-08,4.28496e-08,7.03645e-09,1.89499e-09,1.51224e-10,6.10622e-11,7.3145e-10,2.34628e-07,1.24915e-09,2.46825e-11,4.057e-06,2.29957e-08,2.86945e-09,1.92697e-10,1.35507e-11,2.98219e-11,4.78983e-10,1.03197e-10,1.10036e-09,2.05658e-11,4.04123e-12,4.98949e-10,3.86417e-07,2.70736e-15,5.98147e-11,3.6919e-13,4.67985e-07,1.30521e-10,6.06621e-10,7.23671e-11,1.24064e-15,9.57386e-08,4.37929e-11,4.3099e-14,0.689465
0.0538574,1260.8,1144.69,0.0902361,2.82962e+08,0.00174027,0.000142663,3.23781e-05,1.59938e-06,4.52329e-08,1.05177e-10,2.61871e-06,7.40863e-08,0.109496,0.0109923,0.00623961,3.77286e-05,0.000183018,6.09369e-06,8.37117e-07,0.181544,9.56158e-12,2.5314e-08,8.95446e-07,1.02672e-08,6.82437e-07,4.96882e-09,4.02866e-08,3.72839e-08,5.97874e-09,1.56751e-09,1.02235e-10,4.24774e-11,6.16288e-10,1.82977e-07,1.05793e-09,2.15843e-11,3.41381e-06,1.73202e-08,1.87658e-09,1.26445e-10,9.05973e-12,1.97751e-11,3.0957e-10,6.93039e-11,7.36688e-10,1.58645e-11,2.88294e-12,3.23192e-10,2.92754e-07,1.99789e-15,3.92592e-11,2.23988e-13,3.49884e-07,9.75009e-11,4.75404e-10,5.44258e-11,7.76308e-16,7.5384e-08,2.63558e-11,3.08506e-14,0.689575
0.0538672,1260.14,1144.98,0.0901622,2.69432e+08,0.00171331,0.000142846,2.70424e-05,1.3327e-06,3.80254e-08,8.8397e-11,2.17235e-06,6.56883e-08,0.1101,0.0105131,0.00595305,3.6947e-05,0.000184246,5.80058e-06,8.44255e-07,0.181634,7.82329e-12,2.02159e-08,7.3408e-07,7.78045e-09,4.99056e-07,3.62295e-09,2.79861e-08,3.22651e-08,5.05739e-09,1.29315e-09,6.88395e-11,2.93378e-11,5.16726e-10,1.42797e-07,8.89292e-10,1.87779e-11,2.87168e-06,1.29923e-08,1.22615e-09,8.28588e-11,6.0337e-12,1.30806e-11,1.99499e-10,4.64057e-11,4.91562e-10,1.2168e-11,2.05823e-12,2.08928e-10,2.20824e-07,1.47779e-15,2.57063e-11,1.36098e-13,2.6084e-07,7.24774e-11,3.69398e-10,4.06418e-11,4.86331e-16,5.92478e-08,1.59165e-11,2.20375e-14,0.68968
0.053877,1259.38,1145.26,0.090082,2.5621e+08,0.00168775,0.000142482,2.25987e-05,1.11053e-06,3.18591e-08,7.37941e-11,1.80271e-06,5.83843e-08,0.110671,0.0100597,0.00568348,3.60423e-05,0.000184716,5.53158e-06,8.49032e-07,0.18172,6.37327e-12,1.61249e-08,6.01337e-07,5.8876e-09,3.64705e-07,2.6378e-09,1.94906e-08,2.78101e-08,4.26344e-09,1.06468e-09,4.61347e-11,2.01234e-11,4.31601e-10,1.11556e-07,7.43603e-10,1.62753e-11,2.41582e-06,9.70834e-09,7.9958e-10,5.41562e-11,3.99984e-12,8.62247e-12,1.28046e-10,3.09611e-11,3.26672e-10,9.28898e-12,1.46953e-12,1.34639e-10,1.65905e-07,1.09608e-15,1.67737e-11,8.24335e-14,1.93952e-07,5.36485e-11,2.85336e-10,3.01577e-11,3.0415e-16,4.65422e-08,9.62636e-12,1.56853e-14,0.689779
0.0538867,1258.52,1145.54,0.0899961,2.43354e+08,0.0016635,0.000141635,1.88992e-05,9.25638e-07,2.66159e-08,6.12223e-11,1.49691e-06,5.20426e-08,0.111209,0.00963117,0.00542987,3.50405e-05,0.000184505,5.28393e-06,8.51554e-07,0.181802,5.17261e-12,1.28516e-08,4.92444e-07,4.44756e-09,2.66063e-07,1.91549e-09,1.35746e-08,2.38799e-08,3.58358e-09,8.75356e-10,3.06799e-11,1.36727e-11,3.59299e-10,8.72461e-08,6.18456e-10,1.4055e-11,2.03311e-06,7.22556e-09,5.18047e-10,3.51642e-11,2.62928e-12,5.64191e-12,8.14372e-11,2.05125e-11,2.15434e-10,7.06232e-12,1.04977e-12,8.60587e-11,1.24136e-07,8.14899e-16,1.08597e-11,4.95743e-14,1.43784e-07,3.95141e-11,2.18731e-10,2.22374e-11,1.8938e-16,3.65896e-08,5.78329e-12,1.11372e-14,0.689872
0.0539063,1256.52,1146.1,0.0898091,2.18795e+08,0.00161858,0.000138676,1.33547e-05,6.49147e-07,1.86003e-08,4.18565e-11,1.04322e-06,4.19257e-08,0.112194,0.00884546,0.00496738,3.28178e-05,0.000182254,4.84509e-06,8.50238e-07,0.181953,3.4141e-12,8.27521e-09,3.33833e-07,2.60811e-09,1.46287e-07,1.04253e-09,6.9408e-09,1.75761e-08,2.53233e-09,5.95765e-10,1.42863e-11,6.58508e-12,2.49067e-10,5.46116e-08,4.28441e-10,1.04728e-11,1.45281e-06,4.07799e-09,2.32319e-10,1.57921e-11,1.20493e-12,2.56562e-12,3.52317e-11,9.51785e-12,9.90933e-11,4.13723e-12,5.58092e-13,3.76505e-11,7.07343e-08,4.68146e-16,4.85166e-12,1.94065e-14,8.09833e-08,2.19238e-11,1.30276e-10,1.22811e-11,7.85317e-17,2.32335e-08,2.28837e-12,5.76973e-15,0.690045
0.0539258,1254.23,1146.66,0.0896063,1.96248e+08,0.00157771,0.000134502,9.50573e-06,4.58004e-07,1.29677e-08,2.82978e-11,7.32472e-07,3.43096e-08,0.113068,0.00814553,0.00455684,3.04584e-05,0.00017817,4.46595e-06,8.41995e-07,0.182092,2.24756e-12,5.36956e-09,2.27923e-07,1.54959e-09,8.14037e-08,5.73197e-10,3.62482e-09,1.28715e-08,1.78441e-09,4.06884e-10,6.71934e-12,3.18638e-12,1.72034e-10,3.46966e-08,2.95442e-10,7.76843e-12,1.04463e-06,2.30764e-09,1.06017e-10,7.20588e-12,5.58635e-13,1.18287e-12,1.54421e-11,4.47456e-12,4.61388e-11,2.43268e-12,3.03484e-13,1.67265e-11,4.03935e-08,2.7544e-16,2.19787e-12,7.7026e-15,4.59227e-08,1.21983e-11,7.72584e-11,6.76673e-12,3.32424e-17,1.52084e-08,9.24473e-13,3.01384e-15,0.690199
0.0539453,1251.71,1147.23,0.0893917,1.75647e+08,0.00154028,0.000129511,6.82299e-06,3.25526e-07,9.04708e-09,1.90143e-11,5.18808e-07,2.85295e-08,0.113844,0.00752248,0.00419168,2.80771e-05,0.000172768,4.13505e-06,8.28308e-07,0.182219,1.48215e-12,3.52127e-09,1.57089e-07,9.36338e-10,4.59469e-08,3.19246e-10,1.93556e-09,9.41022e-09,1.25786e-09,2.79675e-10,3.2066e-12,1.55631e-12,1.18804e-10,2.24251e-08,2.03734e-10,5.75428e-12,7.56761e-07,1.31461e-09,4.94341e-11,3.3552e-12,2.63227e-13,5.55269e-13,6.89011e-12,2.1403e-12,2.18391e-11,1.4446e-12,1.69442e-13,7.5781e-12,2.32075e-08,1.66356e-16,1.01451e-12,3.1211e-15,2.63006e-08,6.83458e-12,4.58254e-11,3.7393e-12,1.44138e-17,1.04006e-08,3.83627e-13,1.59386e-15,0.690338
